Date,Source Files,Statements,Lines,Comment Lines,Documentation Lines,Data Files,Data Bytes,User,Note
21-Jul-2014 22:22,1055,64177,250034,57043,14159,0,0,morgan,5859,377,5859
22-Jul-2014 17:21,1055,64177,250034,57043,14159,0,0,morgan,5859,377,5859
25-Jul-2014 23:58,1055,64177,250034,57043,14159,0,0,morgan,5859,377,5859
26-Jul-2014 22:49,1055,64177,250034,57043,14159,0,0,morgan,5859,377,5859
27-Jul-2014 10:37,1055,64177,250034,57043,14159,0,0,morgan,5859,377,5859
28-Jul-2014 22:59,1055,64177,250034,57043,14159,0,0,morgan,5859,377,5859
29-Jul-2014 23:03,1055,64177,250034,57043,14159,0,0,michaelmara,5859,377,5859
30-Jul-2014 21:55,1055,64177,250034,57043,14159,0,0,morgan,5859,377,5859
31-Jul-2014 14:58,1055,64177,250034,57043,14159,0,0,morgan,5859,377,5859
02-Aug-2014 09:10,1055,64177,250034,57043,14159,0,0,michaelmara,5859,377,5859
05-Aug-2014 11:58,1055,64177,250034,57043,14159,0,0,sam,5859,377,5859
06-Aug-2014 13:41,1055,64177,250034,57043,14159,0,0,morgan,5859,377,5859
08-Aug-2014 11:34,1055,64177,250034,57043,14159,0,0,sam,5859,377,5859
15-Aug-2014 16:12,390,47693,155551,36039,11263,0,0,morgan,4516,270,4516
16-Aug-2014 14:19,390,47693,155551,36039,11263,0,0,morgan,4516,270,4516
18-Aug-2014 19:11,390,47693,155551,36039,11263,0,0,michaelmara,4516,270,4516
19-Aug-2014 17:14,390,47693,155551,36039,11263,0,0,michaelmara,4516,270,4516
20-Aug-2014 08:56,390,47693,155551,36039,11263,0,0,morgan,4516,270,4516
21-Aug-2014 19:08,390,47693,155551,36039,11263,0,0,morgan,4516,270,4516
23-Aug-2014 23:11,390,47693,155551,36039,11263,0,0,michaelmara,4516,270,4516
24-Aug-2014 21:42,390,47693,155551,36039,11263,0,0,michaelmara,4516,270,4516
10-Apr-2015 10:25,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
10-Apr-2015 10:26,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
12-Apr-2015 14:29,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
05-May-2015 13:19,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
05-May-2015 13:55,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
05-May-2015 14:05,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
05-May-2015 14:42,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
05-May-2015 14:55,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
27-Aug-2015 19:12,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
27-Aug-2015 19:26,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
29-Sep-2015 14:33,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
16-Oct-2015 13:26,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
16-Oct-2015 13:39,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
21-Oct-2015 13:29,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
21-Oct-2015 13:39,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
28-Oct-2015 15:26,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
30-Oct-2015 12:11,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
30-Oct-2015 12:44,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
30-Oct-2015 13:31,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
30-Oct-2015 13:32,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
28-Feb-2016 16:31,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
22-Mar-2016 09:11,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
22-Mar-2016 09:39,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
22-Mar-2016 09:11,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
28-Feb-2016 16:31,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
30-Oct-2015 12:44,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
30-Oct-2015 12:11,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
28-Oct-2015 15:26,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
16-Oct-2015 13:26,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
29-Sep-2015 14:33,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
05-May-2015 14:42,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
05-May-2015 13:55,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
12-Apr-2015 14:29,390,47693,155551,36039,11263,0,0,michaelmara,4516,270
31-Aug-2014 12:30,390,47693,155551,36039,11263,0,0,morgan,4516,270,4516
01-Sep-2014 16:53,390,47693,155551,36039,11263,0,0,morgan,4516,270,4516
02-Sep-2014 10:09,390,47693,155551,36039,11263,0,0,morgan,4516,270,4516
03-Sep-2014 14:26,390,47693,155551,36039,11263,0,0,morgan,4516,270,4516
04-Sep-2014 20:27,390,47693,155551,36039,11263,0,0,morgan,4516,270,4516
06-Sep-2014 22:19,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Sep-2014 22:20,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Sep-2014 22:26,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Sep-2014 22:26,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Sep-2014 22:45,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Sep-2014 22:45,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 15:39,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 15:39,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 15:42,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 15:42,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 16:40,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 16:41,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 16:45,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 16:45,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 19:19,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 19:19,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 19:21,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 19:21,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 20:18,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Sep-2014 20:18,390,47693,155551,36039,11263,0,0,morgan,4516,270
09-Sep-2014 08:09,390,47693,155551,36039,11263,0,0,morgan,4516,270
09-Sep-2014 08:10,390,47693,155551,36039,11263,0,0,morgan,4516,270
09-Sep-2014 08:16,390,47693,155551,36039,11263,0,0,morgan,4516,270
09-Sep-2014 08:16,390,47693,155551,36039,11263,0,0,morgan,4516,270
09-Sep-2014 08:19,390,47693,155551,36039,11263,0,0,morgan,4516,270
09-Sep-2014 08:19,390,47693,155551,36039,11263,0,0,morgan,4516,270
09-Sep-2014 11:04,390,47693,155551,36039,11263,0,0,morgan,4516,270
09-Sep-2014 11:04,390,47693,155551,36039,11263,0,0,morgan,4516,270
11-Sep-2014 09:35,390,47693,155551,36039,11263,0,0,morgan,4516,270
11-Sep-2014 09:35,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Sep-2014 13:43,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Sep-2014 13:44,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Sep-2014 17:23,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Sep-2014 17:23,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Sep-2014 21:07,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Sep-2014 21:07,390,47693,155551,36039,11263,0,0,morgan,4516,270
16-Sep-2014 21:56,390,47693,155551,36039,11263,0,0,morgan,4516,270
16-Sep-2014 21:57,390,47693,155551,36039,11263,0,0,morgan,4516,270
18-Sep-2014 09:42,390,47693,155551,36039,11263,0,0,morgan,4516,270
18-Sep-2014 09:48,390,47693,155551,36039,11263,0,0,morgan,4516,270
19-Sep-2014 11:10,390,47693,155551,36039,11263,0,0,morgan,4516,270
19-Sep-2014 21:52,390,47693,155551,36039,11263,0,0,morgan,4516,270
23-Sep-2014 04:52,390,47693,155551,36039,11263,0,0,morgan,4516,270
23-Sep-2014 04:57,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Sep-2014 17:21,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Sep-2014 17:27,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Sep-2014 21:15,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Sep-2014 21:21,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Sep-2014 21:57,390,47693,155551,36039,11263,0,0,morgan,4516,270
30-Sep-2014 13:33,390,47693,155551,36039,11263,0,0,morgan,4516,270
03-Oct-2014 12:06,390,47693,155551,36039,11263,0,0,morgan,4516,270
04-Oct-2014 00:10,390,47693,155551,36039,11263,0,0,morgan,4516,270
04-Oct-2014 00:22,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Oct-2014 14:31,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Oct-2014 14:35,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Oct-2014 15:43,390,47693,155551,36039,11263,0,0,morgan,4516,270
08-Oct-2014 18:07,390,47693,155551,36039,11263,0,0,morgan,4516,270
08-Oct-2014 18:11,390,47693,155551,36039,11263,0,0,morgan,4516,270
10-Oct-2014 07:56,390,47693,155551,36039,11263,0,0,morgan,4516,270
10-Oct-2014 08:08,390,47693,155551,36039,11263,0,0,morgan,4516,270
11-Oct-2014 21:21,390,47693,155551,36039,11263,0,0,morgan,4516,270
11-Oct-2014 21:24,390,47693,155551,36039,11263,0,0,morgan,4516,270
16-Oct-2014 06:37,390,47693,155551,36039,11263,0,0,morgan,4516,270
16-Oct-2014 06:44,390,47693,155551,36039,11263,0,0,morgan,4516,270
17-Oct-2014 23:47,390,47693,155551,36039,11263,0,0,morgan,4516,270
17-Oct-2014 23:57,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Oct-2014 21:04,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Oct-2014 21:36,390,47693,155551,36039,11263,0,0,morgan,4516,270
27-Oct-2014 07:39,390,47693,155551,36039,11263,0,0,morgan,4516,270
27-Oct-2014 07:44,390,47693,155551,36039,11263,0,0,morgan,4516,270
27-Oct-2014 08:52,390,47693,155551,36039,11263,0,0,morgan,4516,270
27-Oct-2014 11:38,390,47693,155551,36039,11263,0,0,morgan,4516,270
27-Oct-2014 17:45,390,47693,155551,36039,11263,0,0,morgan,4516,270
02-Nov-2014 19:47,390,47693,155551,36039,11263,0,0,morgan,4516,270
02-Nov-2014 20:20,390,47693,155551,36039,11263,0,0,morgan,4516,270
02-Nov-2014 20:52,390,47693,155551,36039,11263,0,0,morgan,4516,270
02-Nov-2014 21:23,390,47693,155551,36039,11263,0,0,morgan,4516,270
02-Nov-2014 21:24,390,47693,155551,36039,11263,0,0,morgan,4516,270
05-Nov-2014 15:36,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Nov-2014 13:51,390,47693,155551,36039,11263,0,0,morgan,4516,270
08-Nov-2014 01:36,390,47693,155551,36039,11263,0,0,morgan,4516,270
08-Nov-2014 02:07,390,47693,155551,36039,11263,0,0,morgan,4516,270
08-Nov-2014 02:11,390,47693,155551,36039,11263,0,0,morgan,4516,270
08-Nov-2014 17:42,390,47693,155551,36039,11263,0,0,morgan,4516,270
11-Nov-2014 11:15,390,47693,155551,36039,11263,0,0,morgan,4516,270
12-Nov-2014 19:53,390,47693,155551,36039,11263,0,0,morgan,4516,270
12-Nov-2014 21:42,390,47693,155551,36039,11263,0,0,morgan,4516,270
12-Nov-2014 21:52,390,47693,155551,36039,11263,0,0,morgan,4516,270
16-Nov-2014 18:47,390,47693,155551,36039,11263,0,0,morgan,4516,270
16-Nov-2014 18:50,390,47693,155551,36039,11263,0,0,morgan,4516,270
16-Nov-2014 20:56,390,47693,155551,36039,11263,0,0,morgan,4516,270
16-Nov-2014 20:57,390,47693,155551,36039,11263,0,0,morgan,4516,270
16-Nov-2014 21:43,390,47693,155551,36039,11263,0,0,morgan,4516,270
16-Nov-2014 22:08,390,47693,155551,36039,11263,0,0,morgan,4516,270
19-Nov-2014 05:29,390,47693,155551,36039,11263,0,0,morgan,4516,270
19-Nov-2014 05:43,390,47693,155551,36039,11263,0,0,morgan,4516,270
24-Nov-2014 09:45,390,47693,155551,36039,11263,0,0,morgan,4516,270
24-Nov-2014 14:37,390,47693,155551,36039,11263,0,0,morgan,4516,270
24-Nov-2014 21:25,390,47693,155551,36039,11263,0,0,morgan,4516,270
24-Nov-2014 21:45,390,47693,155551,36039,11263,0,0,morgan,4516,270
25-Nov-2014 16:37,390,47693,155551,36039,11263,0,0,morgan,4516,270
25-Nov-2014 20:01,390,47693,155551,36039,11263,0,0,morgan,4516,270
25-Nov-2014 20:39,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Nov-2014 11:37,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Nov-2014 16:52,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Nov-2014 17:32,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Nov-2014 17:33,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Nov-2014 23:00,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Nov-2014 23:34,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Nov-2014 23:52,390,47693,155551,36039,11263,0,0,morgan,4516,270
27-Nov-2014 22:21,390,47693,155551,36039,11263,0,0,morgan,4516,270
27-Nov-2014 22:25,390,47693,155551,36039,11263,0,0,morgan,4516,270
29-Nov-2014 10:01,390,47693,155551,36039,11263,0,0,morgan,4516,270
29-Nov-2014 14:40,390,47693,155551,36039,11263,0,0,morgan,4516,270
29-Nov-2014 14:56,390,47693,155551,36039,11263,0,0,morgan,4516,270
29-Nov-2014 19:06,390,47693,155551,36039,11263,0,0,morgan,4516,270
29-Nov-2014 19:35,390,47693,155551,36039,11263,0,0,morgan,4516,270
29-Nov-2014 20:06,390,47693,155551,36039,11263,0,0,morgan,4516,270
29-Nov-2014 20:36,390,47693,155551,36039,11263,0,0,morgan,4516,270
29-Nov-2014 20:40,390,47693,155551,36039,11263,0,0,morgan,4516,270
29-Nov-2014 23:29,390,47693,155551,36039,11263,0,0,morgan,4516,270
30-Nov-2014 00:00,390,47693,155551,36039,11263,0,0,morgan,4516,270
30-Nov-2014 00:02,390,47693,155551,36039,11263,0,0,morgan,4516,270
02-Dec-2014 14:24,390,47693,155551,36039,11263,0,0,morgan,4516,270
02-Dec-2014 14:32,390,47693,155551,36039,11263,0,0,morgan,4516,270
03-Dec-2014 10:00,390,47693,155551,36039,11263,0,0,morgan,4516,270
03-Dec-2014 10:05,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Dec-2014 22:32,390,47693,155551,36039,11263,0,0,morgan,4516,270
07-Dec-2014 22:50,390,47693,155551,36039,11263,0,0,morgan,4516,270
09-Dec-2014 23:34,390,47693,155551,36039,11263,0,0,morgan,4516,270
11-Dec-2014 22:22,390,47693,155551,36039,11263,0,0,morgan,4516,270
12-Dec-2014 12:08,390,47693,155551,36039,11263,0,0,morgan,4516,270
12-Dec-2014 12:09,390,47693,155551,36039,11263,0,0,morgan,4516,270
13-Dec-2014 08:57,390,47693,155551,36039,11263,0,0,morgan,4516,270
13-Dec-2014 09:27,390,47693,155551,36039,11263,0,0,morgan,4516,270
13-Dec-2014 16:39,390,47693,155551,36039,11263,0,0,morgan,4516,270
13-Dec-2014 16:44,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Dec-2014 10:52,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Dec-2014 10:55,390,47693,155551,36039,11263,0,0,morgan,4516,270
17-Dec-2014 22:49,390,47693,155551,36039,11263,0,0,morgan,4516,270
21-Dec-2014 16:28,390,47693,155551,36039,11263,0,0,morgan,4516,270
21-Dec-2014 16:31,390,47693,155551,36039,11263,0,0,morgan,4516,270
21-Dec-2014 17:17,390,47693,155551,36039,11263,0,0,morgan,4516,270
21-Dec-2014 17:38,390,47693,155551,36039,11263,0,0,morgan,4516,270
22-Dec-2014 17:18,390,47693,155551,36039,11263,0,0,morgan,4516,270
28-Dec-2014 12:00,390,47693,155551,36039,11263,0,0,morgan,4516,270
28-Dec-2014 12:01,390,47693,155551,36039,11263,0,0,morgan,4516,270
28-Dec-2014 22:45,390,47693,155551,36039,11263,0,0,morgan,4516,270
28-Dec-2014 22:47,390,47693,155551,36039,11263,0,0,morgan,4516,270
30-Dec-2014 11:01,390,47693,155551,36039,11263,0,0,morgan,4516,270
30-Dec-2014 11:07,390,47693,155551,36039,11263,0,0,morgan,4516,270
30-Dec-2014 17:56,390,47693,155551,36039,11263,0,0,morgan,4516,270
30-Dec-2014 18:04,390,47693,155551,36039,11263,0,0,morgan,4516,270
04-Jan-2015 00:35,390,47693,155551,36039,11263,0,0,morgan,4516,270
04-Jan-2015 00:43,390,47693,155551,36039,11263,0,0,morgan,4516,270
04-Jan-2015 10:13,390,47693,155551,36039,11263,0,0,morgan,4516,270
04-Jan-2015 11:37,390,47693,155551,36039,11263,0,0,morgan,4516,270
04-Jan-2015 16:51,390,47693,155551,36039,11263,0,0,morgan,4516,270
08-Jan-2015 14:15,390,47693,155551,36039,11263,0,0,morgan,4516,270
08-Jan-2015 14:18,390,47693,155551,36039,11263,0,0,morgan,4516,270
08-Jan-2015 17:19,390,47693,155551,36039,11263,0,0,morgan,4516,270
09-Jan-2015 15:06,390,47693,155551,36039,11263,0,0,morgan,4516,270
12-Jan-2015 16:34,390,47693,155551,36039,11263,0,0,morgan,4516,270
12-Jan-2015 16:37,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Jan-2015 12:00,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Jan-2015 12:10,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Jan-2015 13:15,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Jan-2015 19:01,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Jan-2015 21:49,390,47693,155551,36039,11263,0,0,morgan,4516,270
14-Jan-2015 22:11,390,47693,155551,36039,11263,0,0,morgan,4516,270
21-Jan-2015 14:02,390,47693,155551,36039,11263,0,0,morgan,4516,270
28-Jan-2015 19:50,390,47693,155551,36039,11263,0,0,morgan,4516,270
28-Jan-2015 20:00,390,47693,155551,36039,11263,0,0,morgan,4516,270
13-Feb-2015 12:09,390,47693,155551,36039,11263,0,0,morgan,4516,270
13-Feb-2015 12:33,390,47693,155551,36039,11263,0,0,morgan,4516,270
20-Feb-2015 15:12,390,47693,155551,36039,11263,0,0,morgan,4516,270
20-Feb-2015 15:20,390,47693,155551,36039,11263,0,0,morgan,4516,270
24-Feb-2015 06:13,390,47693,155551,36039,11263,0,0,morgan,4516,270
20-Mar-2015 16:43,390,47693,155551,36039,11263,0,0,morgan,4516,270
20-Mar-2015 16:59,390,47693,155551,36039,11263,0,0,morgan,4516,270
29-Mar-2015 14:09,390,47693,155551,36039,11263,0,0,morgan,4516,270
29-Mar-2015 14:29,390,47693,155551,36039,11263,0,0,morgan,4516,270
17-May-2015 21:22,390,47693,155551,36039,11263,0,0,morgan,4516,270
17-May-2015 21:23,390,47693,155551,36039,11263,0,0,morgan,4516,270
24-May-2015 10:04,390,47693,155551,36039,11263,0,0,morgan,4516,270
24-May-2015 10:21,390,47693,155551,36039,11263,0,0,morgan,4516,270
25-May-2015 20:46,390,47693,155551,36039,11263,0,0,morgan,4516,270
25-May-2015 20:47,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-May-2015 16:34,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-May-2015 16:35,390,47693,155551,36039,11263,0,0,morgan,4516,270
27-May-2015 03:13,390,47693,155551,36039,11263,0,0,morgan,4516,270
27-May-2015 03:16,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Jun-2015 07:54,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Jun-2015 08:16,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Jun-2015 10:40,390,47693,155551,36039,11263,0,0,morgan,4516,270
26-Jun-2015 10:41,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Jul-2015 04:52,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Jul-2015 05:20,390,47693,155551,36039,11263,0,0,morgan,4516,270
06-Jul-2015 10:03,390,47693,155551,36039,11263,0,0,morgan,4516,270
08-Jul-2015 15:44,390,47693,155551,36039,11263,0,0,morgan,4516,270
13-Jul-2015 18:10,390,47693,155551,36039,11263,0,0,morgan,4516,270
17-Jul-2015 08:53,390,47693,155551,36039,11263,0,0,morgan,4516,270
17-Jul-2015 08:59,390,47693,155551,36039,11263,0,0,morgan,4516,270
17-Jul-2015 18:17,390,47693,155551,36039,11263,0,0,morgan,4516,270
17-Jul-2015 18:22,390,47693,155551,36039,11263,0,0,morgan,4516,270
25-Jul-2015 23:57,390,47693,155551,36039,11263,0,0,morgan,4516,270
